player_name,team,conf,GP,Min_per,dunksmade,stops,pts
Corbin Merritt,Oklahoma,B12,8,1.2,0,4.23104,875
Blake Seacat,Oklahoma,B12,3,0.4,0,0.51431,0.6667
KJ Marshall,Pittsburgh,ACC,6,0.7,0,1.84496,0.3333
James Jean-Marie,San Diego,WCC,31,64.8,14,142895,7.4062
Malik Porter,Idaho St.,BSky,28,64.7,20,139.66,11.9
Hunter Woods,Elon,CAA,31,74.1,0,189321,10.1515
Daniel Rodriguez,Fairleigh Dickinson,NEC,23,9.8,0,18.3285,1.1667
Tarik Cool,Idaho St.,BSky,28,70.6,0,121643,12.5667
Zac Ervin,Elon,CAA,21,37.4,1,64.7456,8.2609
Devon Dunn,Fairleigh Dickinson,NEC,21,38.5,0,66.4987,7.5909
Brandon Rush,Fairleigh Dickinson,NEC,27,39,3,71709,4.7857
Jack Wilson,Idaho,BSky,18,23.1,0,46.4545,4.1667
Callum Baker,Fairleigh Dickinson,NEC,22,11.1,0,19.5605,0.5652
Dylan van Eyck,Iona,MAAC,27,43.5,8,116.34,3.5185
Jackson Gammons,The Citadel,SC,3,4,0,5.65337,4
Caleb Fields,Arkansas St.,SB,29,80.3,0,147035,11.0968
Stephen Clark,The Citadel,SC,18,25.6,5,48.5704,3.2857
Trey Anderson,South Carolina,SEC,8,1.8,0,3.25876,0.25
Cobe Williams,Louisiana Tech,CUSA,27,34.2,2,74.1856,4.3103
Isaiah Crawford,Louisiana Tech,CUSA,14,26.5,4,64288,8.3125
A.J. McNeil,Iona,MAAC,2,0.8,0,3.06325,0
Colton Cashaw,Iona,MAAC,16,10.9,0,22.6595,0.5625
Bryce Williams,Mississippi,SEC,29,28.6,6,62.7006,3.1034
Miles Jones,Radford,BSth,15,2.8,1,6.20122,1
Damiree Burns,Southern,SWAC,30,46.1,5,117413,8.5938
Jalen Gaffney,Connecticut,Amer,31,46.5,1,90.2998,3871
Alonde LeGrand,Detroit,Horz,29,40.1,4,90.7232,1.5172
Cornelius Taylor,Florida Atlantic,CUSA,29,71,0,148952,11625
Seth Lundy,Penn St.,B10,31,37.1,1,84.2635,5.3226
Terrell Brown,Robert Morris,NEC,7,1.1,0,2.62662,0
Emmanuel Kuac,New Mexico,MWC,18,8.9,6,22.3528,1.4737
Kurt Wegscheider,New Mexico,MWC,16,10.7,0,23.9472,1.9412
AJ Bramah,Robert Morris,NEC,32,69.8,42,195.49,13.3939
Elafayette Stone,South Carolina St.,MEAC,15,3.8,0,5.14089,0.7059
Rahsaan Edwards,South Carolina St.,MEAC,23,18.4,0,30.2443,1.44
Omar Croskey,South Carolina St.,MEAC,17,5.8,0,9.80311,0.6111
Trushaun Moorer,South Carolina St.,MEAC,17,9.9,0,16.6065,2.7368
Dahmir Bishop,Xavier,BE,10,9.1,0,22.4891,1.6
Tyler Stephenson-Moore,Stony Brook,AE,28,35.6,2,78.8927,4.3214
Mouhamadou Gueye,Stony Brook,AE,32,61.5,21,184887,7.0303
Carsten Kogelnik,Brown,Ivy,7,1.3,0,2.42686,0.75
Daniel Ramsey,Xavier,BE,1,0.2,0,0.311607,2
E.J. Liddell,Ohio St.,B10,31,41.5,13,113242,6.7097
Heru Bligen,Longwood,BSth,26,28.5,0,62.4499,4
Logan Alters,California,P12,3,0.2,,0.316588,0
Joe French,Bethune Cookman,MEAC,27,46.2,0,76.1115,8.6552
Jaelen House,Arizona St.,P12,30,38.5,0,109.4,3.9
Desmond Williams,Troy,SB,23,53.9,0,104837,9.7917
Lars Thiemann,California,P12,32,35.6,4,78.8208,2.9688
Jonathan Steelman,Wofford,SC,2,0.2,0,0.60206,0.5
Zach Freemantle,Xavier,BE,32,50.5,8,128335,7.5312
McKay Howell,Southeastern Louisiana,Slnd,8,0.5,0,0.611344,0
Zachary Williams,Nevada,MWC,7,1.1,0,2.53098,0
Marcus Domask,Southern Illinois,MVC,31,86.8,5,189421,13.5625
Trent Brown,Southern Illinois,MVC,31,51,0,99.5653,2.7188
Josh Endicott,North Florida,ASun,27,24.5,3,45.8679,3.8621
Paul Grinde,Clemson,ACC,9,1.8,0,2.42559,1.4444
Coleman Boyd,Georgia Tech,ACC,3,0.2,0,1.08866,1.25
Darion Jordan-thomas,Wagner,NEC,16,20.4,8,46.0268,4.5625
Agah Kizilkaya,Maine,AE,5,3.1,0,5.85098,1.3333
Emmanuel Adedoyin,North Florida,ASun,31,22.9,0,42.4024,2.7576
Ja'mier Fletcher,Wagner,NEC,11,9.3,3,20.1929,2.9167
Tony Johnson Jr.,UCF,Amer,20,19.3,0,49.9931,3.75
Justin McKoy,Virginia,ACC,14,8.5,0,15.5423,1
Andrew Kenny,Boston College,ACC,6,4.6,0,9.16167,1.6667
Alphonso Anderson,Utah St.,MWC,32,43.2,7,107159,8.1176
Trey Hurlburt,UNLV,MWC,3,0.5,0,0.743231,0
Chris Efretuei,Louisiana Monroe,SB,26,49.9,8,100184,5.3571
Trayce Jackson-Davis,Indiana,B10,32,73.2,49,207934,13.5312
Nathan Childress,Indiana,B10,5,0.5,0,0.945642,0
Elijah Ifejeh,Louisiana Monroe,SB,20,20.6,5,39.1356,2.0455
Erie Olonade,Louisiana Monroe,SB,16,28.1,0,47.4373,4.9444
Langston Powell,Louisiana Monroe,SB,21,43.3,2,77.8559,4.5
Jevon Brown,Binghamton,AE,20,15,0,30.2525,2.7619
Pavle Djurisic,Austin Peay,OVC,10,6.6,1,14.4873,3.0909
Max de Geest,Long Beach St.,BW,29,30.7,0,60.4004,3.4194
Jalen Warren,Florida Gulf Coast,ASun,30,70.1,0,127364,10.9062
Antonio Ralat,UAB,CUSA,29,30.2,0,66.8066,3.1613
Chance Hunter,Long Beach St.,BW,30,66.5,5,148954,13.9375
Joshua Morgan,Long Beach St.,BW,30,66,21,179042,8.4375
Romelle Mansel,Long Beach St.,BW,30,49.3,8,117905,4.25
Jalen White,Texas A&M Corpus Chris,Slnd,19,17.9,0,33.2226,2.5
Emmanuel Izunabor,High Point,BSth,30,26.9,5,64.8745,2375
Bryant Randleman,High Point,BSth,30,52.3,0,106.22,3.6562
Yarden Willis,Binghamton,AE,23,24.3,6,40394,2.52
Judah Jordan,Weber St.,BSky,17,24.6,0,59.7199,2.5
Kuany Kuany,California,P12,28,14.4,1,31.3958,2.1786
Tujautae Williams,Tennessee Tech,OVC,29,54.5,6,108835,6.4
David Roddy,Colorado St.,MWC,31,63.3,11,156733,11.4062
Deangelo Epps,College of Charleston,CAA,30,32.3,3,59.7104,2.3226
Chris Duarte,Oregon,P12,28,66.2,11,174.22,12.8929
KJ Cunningham,Weber St.,BSky,28,50.2,2,90.9469,4.3871
Austin Galuppo,Weber St.,BSky,9,5.4,0,10.3139,2.9167
Robbie Beran,Northwestern,B10,31,47,3,102387,5.0323
Lorenzo McGhee,Nicholls St.,Slnd,25,34.1,2,68.0248,5.5357
Tyrease Terrell,Nicholls St.,Slnd,2,0.5,0,0.502004,3
Evins Desir,Florida A&M,MEAC,26,50.3,3,99.1212,9.1923
Isaiah Attles,Alcorn St.,SWAC,5,7,0,11.1276,4.7143
Jamir Williams,Florida A&M,MEAC,3,3.3,2,8.62219,5.3333
Dekedran Thorn,Alcorn St.,SWAC,5,3.9,0,5.06061,2125
Anthony Fairley,Alcorn St.,SWAC,26,23.1,6,56.9862,2.7
Raymond Hawkins,Alabama,SEC,6,0.4,,0.586166,0
Jaylen Forbes,Alabama,SEC,30,25,0,56.9043,2.6667
Jaden Shackelford,Alabama,SEC,31,72.3,0,154464,15.0323
Ben Sheppard,Belmont,OVC,31,25.6,1,72.5313,2.9375
Noah Fernandes,Wichita St.,Amer,21,16.4,0,41.7385,1381
Juwan Perdue,Jacksonville St.,OVC,14,7.1,1,20.1166,1.9375
PJ Fuller,TCU,B12,31,48.4,5,98.0878,5.7188
Caleb Mills,Houston,Amer,31,56,1,115.8,13.1935
Francisco Farabello,TCU,B12,29,47.1,0,94.3296,3.7333
Aidan Igiehon,Louisville,ACC,14,4.9,3,13.1761,0.9286
Josh Nickelberry,Louisville,ACC,15,4.3,0,6.72433,0.8
Edric Dennis Jr.,TCU,B12,31,51.9,4,102582,6.1562
Madani Diarra,Saint Louis,A10,5,0.8,0,2.77475,0
Diante Smith,TCU,B12,30,31.6,0,61.3506,2.4839
Dequan Morris,Arkansas Pine Bluff,SWAC,27,64.5,19,141887,8.0357
Anthony Harris,North Carolina,ACC,5,4.6,0,11.4173,6.8
Jamil Wilson,Arkansas Pine Bluff,SWAC,25,23.8,0,39.5794,2.3846
Hugo Ferreira,Cleveland St.,Horz,25,33,0,77.1949,4.6154
Jeremiah Francis,North Carolina,ACC,16,16.1,0,36.8112,3.25
Ethan Anderson,USC,P12,31,61.6,2,133898,5.5161
Kshun Stokes,Arkansas Pine Bluff,SWAC,20,16.4,1,30.9853,2.35
Markedric Bell,Arkansas Pine Bluff,SWAC,27,56.9,15,133699,10.7857
Mylik Wilson,Louisiana Lafayette,SB,28,74.6,12,217.82,11.5172
Caleb Asberry,Texas St.,SB,27,38,6,88.0589,6.6897
Drew Tennial,Texas St.,SB,22,9.3,2,21.1698,2.2083
DeShawn Davidson,Texas St.,SB,14,12.1,0,21.5988,2.5333
Isiah Small,Texas St.,SB,29,62.3,25,164533,8.0323
Ryan Bormann,Texas St.,SB,6,0.9,0,1.8948,1
Russhard Cruickshank,Eastern Kentucky,OVC,30,61.5,0,121564,6.1875
Spencer Macke,West Virginia,B12,7,1.1,0,1.89915,1.1429
Aaron Estrada,Saint Peter's,MAAC,28,45.1,0,93.7531,8.1071
Matthew Lee,Saint Peter's,MAAC,27,40.8,0,88.2947,5.6667
Ayinde Hikim,La Salle,A10,29,52.3,1,109569,6069
Mike DePersia,IUPUI,Horz,30,53.8,0,106598,2.5625
Taveion White,IUPUI,Horz,20,12.8,2,26.1036,0.9524
Jordan Wright,Vanderbilt,SEC,31,40,2,97.2828,5.7097
Sherif Kenney,La Salle,A10,27,44.4,3,93.6167,7.5556
Julien Wooden,James Madison,CAA,29,48.1,8,95.9668,4.9667
Michael Christmas,James Madison,CAA,29,46.6,3,107336,5.8667
Zion Tordoff,Marist,MAAC,29,25,1,48.5737,2.9655
Cartier Jernigan,USC Upstate,BSth,27,37.4,0,92922,4.3448
Jaret Griffith,Stetson,ASun,7,1.8,0,2.91118,0.75
Robbie Skead,Pepperdine,WCC,1,0.1,0,0.104938,1
Tyler Morman,Wyoming,MWC,2,2.2,0,4.95215,1
Jacob Germany,UTSA,CUSA,28,37.4,22,100064,5.4516
Luka Barisic,UTSA,CUSA,29,41.4,0,89583,6.5625
Efstratios Kalogerias,Norfolk St.,MEAC,25,40,3,73.9971,3.1923
Spirit Ricks,Norfolk St.,MEAC,23,31,1,63737,3.6923
Jason Jitoboh,Florida,SEC,21,10.6,2,22.2917,1.8095
Tre Mann,Florida,SEC,29,40.9,0,86.4357,5.3448
Scottie Lewis,Florida,SEC,30,69.7,9,168046,8.5
Christian Brown,Georgia,SEC,30,22.7,6,56.5325,3.3871
Omar Payne,Florida,SEC,30,36.3,26,89.1178,3.8333
Miles Daniels,Jackson St.,SWAC,25,25.2,0,46.3257,3.2308
Austin Crowley,Mississippi,SEC,32,42.5,1,80.1607,2.8438
Bahaide Haidara,George Mason,A10,2,1.2,0,2.21968,0
Jalen Graham,Arizona St.,P12,28,24.5,13,69.4235,3.1786
Andre Allen,Arizona St.,P12,4,1,,2.90096,0
Hall Elisias,Bryant,NEC,29,45.6,35,150207,6.9667
Justin Murphy,Jacksonville St.,OVC,2,0.4,0,0.552692,0.6667
Ahren Freeman,New Orleans,Slnd,18,26.9,3,46.2829,7.2727
Alex Tabor Jr.,SMU,Amer,7,0.6,0,1.77623,1
Khalil Robinson,Howard,MEAC,22,50,0,103183,6.8333
William FitzPatrick,Sacramento St.,BSky,18,10.4,0,15.2763,1.7
Ryan Blackmon,Sacramento St.,BSky,2,0.3,0,0.328693,1
Charles Smith IV,SMU,Amer,22,13.7,0,24.4898,1.2727
Spencer Monteiro,Sacramento St.,BSky,9,3.2,0,7.1511,0.4
Jordan Cooke-Harper,Sacramento St.,BSky,19,7.9,2,16.5235,1.0476
Brice Williams,Charlotte,CUSA,27,20.9,0,44.6465,2.3333
Drew Lakey,Old Dominion,CUSA,5,0.5,0,0.975907,0.4
Khalyl Waters,Troy,SB,22,22.6,6,56.5028,3.5
Jack Forrest,Columbia,Ivy,26,56.5,0,104.91,8.9259
Keenon Cole,Northern Illinois,MAC,9,4.4,1,9.53703,2.3
Nick Caldwell,Southeastern Louisiana,Slnd,27,42.4,3,94.3456,6.6667
Tyler Cochran,Northern Illinois,MAC,30,45.5,1,105868,5.4839
Jakevan Leftridge,Troy,SB,12,24.1,4,57.9757,6.1538
D.J. Thorpe,California,P12,29,17.2,5,45.4827,1.5517
Kruz Perrott-Hunt,South Dakota,Sum,19,12.2,0,21.7086,1.5455
Cassius Stanley,Duke,ACC,29,63.1,32,140977,12.5517
Tyrie Jackson,East Carolina,Amer,23,40.9,7,98.2586,6.7391
Terrell Burden,Kennesaw St.,ASun,14,34.4,0,57.8316,9.6429
Nate Jenkins,Iowa St.,B12,8,1.6,0,3.23996,0.25
Armani Harris,Kennesaw St.,ASun,9,16.5,0,37.29,6.3333
J.J. Miles,East Carolina,Amer,29,56.2,0,117594,7.5172
Tremont Robinson-White,East Carolina,Amer,24,45.1,0,99.8371,7.1667
Jamie Lewis,Kennesaw St.,ASun,18,36.1,0,68.1625,8.3333
Matthew Hurt,Duke,ACC,31,50.5,8,113731,9.7419
Ian Jones,East Carolina,Amer,3,0.2,0,0.96154,0
Donte Tatum,Samford,SC,28,44.3,2,90.0018,4.7097
Nyzaiah Chambers,Norfolk St.,MEAC,16,6.7,5,13.2483,1.75
Leslie Nkereuwem,Longwood,BSth,30,37.7,16,98.7066,3.6562
Demilade Adelekun,Dartmouth,Ivy,8,1.2,0,1.91947,1.3333
Allen Powell,Rider,MAAC,25,18.2,0,34.0627,1.16
Nathaniel Ogbu,Dartmouth,Ivy,20,4.1,0,9.63202,0.5714
Hunter Goodrick,South Dakota,Sum,22,22.3,2,43.7716,3.52
Justyn King,Bethune Cookman,MEAC,25,29.5,7,55.8249,2.5556
Khalil Turner,Rider,MAAC,13,4.8,0,9.44198,0.5385
Nikc Jackson,Air Force,MWC,10,2.3,0,6.32482,1.4
Daryl Anderson,Norfolk St.,MEAC,18,5.8,0,10.5103,2.3333
Masai Olowokere,Central Arkansas,Slnd,17,7.8,0,14.4445,1.2778
Jordyn Owens,UMass Lowell,AE,24,44.1,0,89.8684,5.8
Caleb Burgess,Hofstra,CAA,22,9.9,0,20.1876,0.6957
Josh Vazquez,Montana,BSky,29,64.5,1,141362,5
Kyle Owens,Montana,BSky,29,36.3,3,69741,4.7097
C.J. Wilbourn,Milwaukee,Horz,29,46.2,0,84.8922,4.3548
Jermaine Miranda,Hofstra,CAA,7,2.5,0,8.91748,2625
Lewis McDaniel,Central Arkansas,Slnd,21,15.4,0,28.97,1.9091
Kalil Thomas,UMass Lowell,AE,29,29.7,0,66.2835,2.5
Mykayle Carter,USC Upstate,BSth,10,3.4,0,6.44746,1.4545
Keller Casey,Oklahoma,B12,3,0.4,0,1.2687,0
Connor Nelson,American,Pat,30,61.2,1,137547,7.8667
Jordan Jones,Cornell,Ivy,12,24,0,39.5895,7.2857
Caleb Christopher,Arizona St.,P12,9,2.4,0,5.10382,0.6667
Ben Lubarsky,American,Pat,28,27.6,1,52.1945,3.2143
Noah Gear,Cornell,Ivy,7,2.3,0,3.16033,1.8889
Marcus Filien,Cornell,Ivy,18,21.6,0,43.9065,1.95
LaQuan Butler,Southeastern Louisiana,Slnd,22,34,0,57.6516,5.4583
Chuks Uzoka,Cornell,Ivy,2,0.2,,0.181109,0
Bas Leyte,UNC Greensboro,SC,27,17.1,0,37.03,2.1724
Jackson Blaufeld,Dartmouth,Ivy,9,1,0,1.27314,1.2
EJ Williams,Alabama A&M,SWAC,30,44.6,3,100824,5.7333
Santi Aldama,Loyola MD,Pat,10,24.3,5,68.4603,15.2
Paul Hudson,Dartmouth,Ivy,22,7,0,15.1403,0.3913
Louis Tang,VMI,SC,30,30.2,0,65.0717,4.3939
Garrett Hicks,Alabama A&M,SWAC,30,74.1,1,146702,10.9667
Camden Vander Zwaag,Air Force,MWC,7,1.4,0,4.16986,1125
David Cummard,Northern Arizona,BSky,6,1.7,0,3.34713,375
Chris LaValle,Syracuse,ACC,5,0.5,,0.54349,0
Kassim Nicholson,UAB,CUSA,30,47,9,106771,5.6875
Cyriaque Foucart,Stetson,ASun,17,5.5,0,8.45506,0.3684
Caleb Matthews,NJIT,ASun,9,2.8,0,5.51268,1.8
Raquan Brown,New Orleans,Slnd,23,17.7,0,25.9261,3.1111
Rodney Carson,New Orleans,Slnd,25,33.8,2,51.3403,3.2069
Justus Rainwater,Florida Gulf Coast,ASun,30,52.4,35,125.42,5.9688
Michael Okafor,Manhattan,MAAC,24,13.9,5,39.5883,1.5417
Tyler Thomas,Sacred Heart,NEC,32,46.4,2,103115,5.6364
R.J. McGee,Tulane,Amer,25,11.5,1,29.7151,1
Sean Yoder,Navy,Pat,29,36.3,0,65.5715,2.9
Tyler Nelson,Navy,Pat,28,27.6,1,58.6761,2.7586
P.J. Roach JR.,Navy,Pat,1,0.1,,0.10029,0
Jaylen Walker,Navy,Pat,15,10,0,19.7189,1.25
Daniel Deaver,Navy,Pat,18,14.7,1,32.7634,3.5789
Patrick Dorsey,Navy,Pat,8,3.5,0,6.51483,1.4444
Christian Jones,Navy,Pat,1,0.1,,0.10029,3
John Bowen,UNC Wilmington,CAA,25,16.5,3,31.7818,1.8571
Neal Quinn,Lafayette,Pat,29,25.3,2,58.3026,4.5
Gob Gabriel,Monmouth,MAAC,29,15.7,1,29.0777,1.5517
Leo O'Boyle,Lafayette,Pat,30,40.9,1,73.3539,7.0645
Ethan Brittain-Watts,Boston University,Pat,30,35.4,0,77.2467,2.9677
James Anderson II,North Alabama,ASun,28,37.4,0,71.2556,6.3667
Austin Meloche,North Alabama,ASun,5,0.6,0,0.750075,0.1429
Mervin James,North Alabama,ASun,28,58.3,2,138956,9.9
C.J. Brim,North Alabama,ASun,28,74.7,0,127.12,9.1333
Jalen Thomas,Georgia St.,SB,30,44,6,108374,5.7188
Alonzo Verge,Arizona St.,P12,28,60.2,3,151434,14.5714
Keshad Johnson,San Diego St.,MWC,17,6.9,2,19.8061,1.8889
Trey Pulliam,San Diego St.,MWC,31,43.6,0,94.5267,3.3438
Kyle Lukasiewicz,Colorado St.,MWC,7,0.8,0,1.15616,875
Eduardo Lane,San Jose St.,MWC,24,20.7,2,44.1258,3.32
CJ Melton,Presbyterian,BSth,27,13.3,1,25.8357,1.1379
Isaiah Stevens,Colorado St.,MWC,31,80.6,0,166762,13.25
Donnie Malone,Tennessee St.,OVC,16,5.3,0,10.3313,0.6111
Kyle Rose,Fordham,A10,29,34.2,0,91.0293,1.5862
Wheza Panzo,Stetson,ASun,31,61,1,127403,4.7879
Fousseyni Drame,Saint Peter's,MAAC,30,46.1,13,115027,5.4667
Daryl Banks III,Saint Peter's,MAAC,30,55.3,0,104218,7.6333
Ayan Teel,Mount St. Mary's,NEC,17,5.1,0,8.04574,0.7647
Steve Wooten Jr.,Tennessee Martin,OVC,4,8.9,0,24.4674,8.2
Alec Rodriguez,Fordham,A10,1,0.1,,0.100846,0
Eman Sertovic,Tennessee Martin,OVC,26,53.6,0,79.5982,4.75
Tyler Sagl,Marist,MAAC,30,58.4,0,108404,8.4667
Ford Cooper Jr,Missouri St.,MVC,27,24.5,0,57.7594,1.8519
Dylan Disu,Vanderbilt,SEC,32,67.1,13,181615,7.4375
Charlie Weber,East Tennessee St.,SC,14,6.1,1,11521,2.1765
Vonnie Patterson,East Tennessee St.,SC,30,39.9,0,90.3299,2.9697
Jonas Visser,San Francisco,WCC,7,1.3,0,1.94896,0.75
Jack Cavanaugh,Marist,MAAC,22,21.6,0,37.2076,2.9091
Scotty Pippen Jr,Vanderbilt,SEC,32,73.9,5,154161,12
Volodymyr Markovetskyy,Washington St.,P12,22,14.1,5,34.9428,2.0909
Mykel Derring,Merrimack,NEC,30,34.3,1,53.4085,3.9677
Juvaris Hayes,Merrimack,NEC,30,91.1,0,255071,10.7097
Khalief Crawford,Merrimack,NEC,11,4.9,0,8.21374,1.5833
Ryan Miller,Merrimack,NEC,3,0.3,,0.337221,2.75
Mikey Watkins,Merrimack,NEC,30,69.5,0,149068,7.4516
Jaleel Lord,Merrimack,NEC,28,74,0,148.76,10.6897
Devin Jensen,Merrimack,NEC,30,59.3,0,108.92,7.5161
Daraun Gray,Loyola MD,Pat,5,0.5,0,0.590716,0
Kareem Reid,Gardner Webb,BSth,30,38.1,16,96.0828,6.0938
Jared Jones,Northwestern,B10,31,25.2,2,62.1028,2.9032
Rainers Hermanovskis,William & Mary,CAA,30,27.4,0,49.9202,1.1935
Chris Whitaker,Portland St.,BSky,24,23.8,1,45.6669,3.6154
Damani McEntire,Southern Utah,BSky,18,8,0,26.4988,1.1
Chase Verdugo,Southern Utah,BSky,3,0.3,0,0.45483,1.4
Miguel Ayesa,William & Mary,CAA,29,34.6,0,57.4844,4.5667
Blondeau Tchoukuiengo,New Hampshire,AE,5,8.5,0,18.7869,6.2
Miles James,East Carolina,Amer,23,15,0,34.2579,1.3043
Kyle Rode,Liberty,ASun,31,45.4,0,97.5228,4.1515
Josh Brewer,Miami OH,MAC,25,14.3,1,28.7654,2.8889
Shiloh Robinson,Liberty,ASun,32,25.6,7,57.5839,2.6471
Charles Coleman,East Carolina,Amer,30,38.7,4,89154,2.9667
Evan Umstead,East Carolina,Amer,3,0.2,0,0.314392,0.3333
Colton Reed,Liberty,ASun,17,4.6,0,8.67505,1.0526
Ludgy Debaut,East Carolina,Amer,3,3.2,0,8.23054,1.3333
Andrei Savrasov,Texas Tech,B12,21,7.6,1,18.6888,1.1429
Russel Tchewa,Texas Tech,B12,23,9.2,2,23.1876,1.6522
"Terrence Shannon, Jr.",Texas Tech,B12,29,54,17,135645,9.7931
Clarence Nadolny,Texas Tech,B12,24,11.4,3,27.5739,1.9583
Jahmi'us Ramsey,Texas Tech,B12,27,66.8,5,163728,15037
Deschon Winston,Central Michigan,MAC,29,54.4,0,112957,5.9375
Chris Johnson,Northern Illinois,MAC,26,12.1,0,26.2409,0.7407
Brock Pappas,Valparaiso,MVC,4,0.4,,0.883237,0
Donovan Clay,Valparaiso,MVC,34,70.9,13,169675,9.4
Sita Conteh,Austin Peay,OVC,25,19.7,1,40.6521,3.1481
Bryce Okpoh,Grand Canyon,WAC,29,40.5,7,77.9717,2.0667
Mojus Mojus,Cal St. Fullerton,BW,4,1.7,0,3.14204,0.5
Emil Freese-Vilien,Valparaiso,MVC,15,6.4,1,14.1155,1
Carter Murphy,Air Force,MWC,11,3.5,0,10.2906,2.5833
Solomon Pierre-Louis,Air Force,MWC,3,0.7,0,1.01915,0.6667
Cameron Alford,Alabama A&M,SWAC,30,71,0,176796,12.1667
Mason Taylor,Air Force,MWC,21,14.6,1,29.8278,2.9545
Nathan Scott,Northern Illinois,MAC,26,23.2,2,58.1738,3.2963
Charles Burns,Northern Arizona,BSky,2,0.2,,0.202062,0
Maleeck Harden-Hayes,North Dakota St.,Sum,21,10.2,0,22.4754,1.6957
Travis Evee,VMI,SC,30,73.4,0,154.33,12.6061
Dean Keeler,UC Irvine,BW,13,2.2,0,4.82967,0.9333
Austin Johnson,UC Irvine,BW,30,29.8,4,73.6033,4.1875
Brendan Carney,Marquette,BE,4,0.2,0,0.311539,0.75
Brendan Favre,DePaul,BE,2,0.2,,0.299008,0.6667
Noah Waterman,Niagara,MAAC,7,12.1,1,23.9266,7
Jeron Artest,UC Irvine,BW,30,34.2,0,68.4498,2.75
Michael Kennedy,Marquette,BE,4,0.2,0,0.311539,0
Brenton Mills,Binghamton,AE,27,77.7,0,112689,9.7241
Shakem Johnson,Tennessee St.,OVC,31,55.8,31,139.76,8.9697
Hakon Hjalmarsson,Binghamton,AE,27,44.9,0,61.8281,4.4483
Adham Eleeda,Northern Kentucky,Horz,24,29.3,0,61.5489,3.44
Julian Champagnie,St. John's,BE,32,63.8,12,189485,9.9375
Yvan Ouedraogo,Nebraska,B10,32,52.4,10,130.51,5.6562
Jacob Hobbs,Lipscomb,ASun,23,11.5,0,25.7691,1.52
Mekhi Mccray,George Mason,A10,4,0.2,,0.291809,0
Kaleb Coleman,Lipscomb,ASun,17,10.6,0,20.4095,2.3158
Donavan Moore,Toledo,MAC,7,1.8,0,3.38113,1375
Luke Maranka,Toledo,MAC,31,16.4,0,35.8325,1.8438
Carson Cary,Lipscomb,ASun,21,15.8,0,25.3359,3.1304
Josh Oduro,George Mason,A10,32,41.9,0,101.37,4875
Marcus Sasser,Houston,Amer,30,57.7,0,116978,8.1333
Antonio Gordon,Kansas St.,B12,26,35.3,8,84.2459,4.1923
Justin Winston,St. Bonaventure,A10,30,49.8,3,99.6109,8.6774
Alejandro Vasquez,St. Bonaventure,A10,30,40.1,0,78.2132,6.3226
Tre Gomillion,Cleveland St.,Horz,31,68.2,3,159924,8.1562
Franklyn Penn Jr.,Cleveland St.,Horz,22,35.5,0,87.4416,5.5217
Rayquan Evans,Florida St.,ACC,30,26.8,1,50.1402,3.1
Miles Brown,Ohio,MAC,21,18.8,0,45.7417,1.5714
Nolan Foster,Ohio,MAC,27,18.4,1,36.1016,2.4483
Jonah Jackson,Drake,MVC,32,53.4,0,84.6327,6.0294
Rafael Cruz Jr,Western Michigan,MAC,28,46.3,0,101212,7.1333
Greg Outlaw,Central Connecticut,NEC,29,57.7,6,132392,8.8333
Nathanael Jack,Florida St.,ACC,13,5.9,0,10.1165,3.3077
Marvin Price,Ohio,MAC,5,2.3,0,4.9607,2.8571
Trey Tennyson,Central Connecticut,NEC,28,25.9,0,47.0929,4.2069
Myles Baker,Central Connecticut,NEC,27,46.3,0,88.4185,8.3214
Matt Garry,Connecticut,Amer,6,0.6,0,0.78282,0
Lamarcus Lee,Southern,SWAC,29,55.8,13,132389,7.1667
Sam Mack,Southern,SWAC,14,7.2,0,12.5589,1.75
Skyler Baggs,Southern,SWAC,30,29.8,8,64.7036,3.6875
Malik Curry,Old Dominion,CUSA,32,77.4,1,175924,13.4062
JaVonni Bickham,Denver,Sum,14,5.2,0,10.8843,1.4286
Joey Reilly,Holy Cross,Pat,16,13,0,23.1858,0.9412
Javier Turner,Wyoming,MWC,4,0.8,0,1.9163,0
Conner McKay,Mississippi,SEC,2,0.2,,0.29253,0
Onyeka Okongwu,USC,P12,28,68.4,58,212781,16.2857
Stephan Gabriel,Bradley,MVC,11,9.5,5,21124,4
Yavuz Gultekin,Texas A&M,SEC,24,16,0,33.7788,1875
Mark Freeman,Tennessee St.,OVC,29,65.4,0,127629,6.4516
Samari Curtis,Nebraska,B10,8,3.8,0,8.30599,1.75
Akol Arop,Nebraska,B10,21,8.7,2,27.8616,1.0476
Ayaan Sohail,Lamar,Slnd,21,13.6,0,21.9455,3.5417
Anthony Cameron,Lamar,Slnd,8,4.4,0,7.70981,1
Andrew Carroll,Campbell,BSth,1,0.1,,0.093727,0
Dru Kuxhausen,McNeese St.,Slnd,28,80.3,0,127715,14.8125
Cedric Henderson Jr.,Campbell,BSth,29,74.3,15,145901,12.3871
Quirin Emanga,Northeastern,CAA,21,8.4,1,20.3149,0.9048
Kevin Cross,Nebraska,B10,32,44.7,4,110.82,7125
Kolton Mitchell,Massachusetts,A10,20,19.7,0,40.5723,1.3
T.J. Weeks,Massachusetts,A10,10,20.8,0,56.0723,14.7
Sean East II,Massachusetts,A10,31,69.8,0,141.28,9.2903
David Sloan,Kansas St.,B12,32,48.5,1,99.0035,5.3438
