player_name,team,conf,GP,Min_per,dunksmade,stops,pts
Warren Sledge,The Citadel,SC,24,28.9,1,44.6344,2.7917
Tom Koopman,The Citadel,SC,28,29.5,0,51.8396,2.5357
Kerry Hammonds II,Middle Tennessee,CUSA,31,79.4,2,159478,12.3871
Aaron Bodager,North Florida,ASun,10,3.5,0,4.66872,1.8
Kevin Bleeker,Canisius,MAAC,16,7.5,0,18.0769,1125
Isaac Banks,East Tennessee St.,ASun,22,7.7,1,17.2207,0.7727
Forrest Greenwalt,San Diego,WCC,1,0.1,,,0
Antwan Scott,Grambling St.,SWAC,23,71.9,0,125829,16.1304
Rakeem Brown,Delaware St.,MEAC,7,2.2,0,3.41923,0.4286
Kendal Williams,Delaware St.,MEAC,28,68.9,0,100543,7.6071
Remond Brown,Grambling St.,SWAC,18,43.1,11,74174,8.7778
Matt Poplawski,Penn,Ivy,4,0.6,0,0.70465,0.5
Maalik Howard,Mount St. Mary's,NEC,16,4.2,,6.11929,0
Landen Lucas,Kansas,B12,22,7.6,2,22979,1.5455
Greg Nelson,Florida A&M,MEAC,20,9.9,0,17.2592,1.5
Kyle Buffkin,Coastal Carolina,BSth,10,3.5,0,5.57524,0.2
Leslee Smith,Nebraska,B10,32,42,4,122453,5375
James Miller,Howard,MEAC,23,33.2,1,76.7738,6.1304
Solomon Mangham,Howard,MEAC,30,49.6,0,100271,6.1333
Damon Collins,Howard,MEAC,31,45.2,0,92.8404,2.8065
Tyler Stone,Howard,MEAC,31,48.6,0,113241,4.2581
Jared Norsworthy,Howard,MEAC,15,2.9,0,7.69102,0.4667
Paul Mcroberts,Southeast Missouri St.,OVC,13,19.2,1,42.7226,5.9231
Colin Gurry,Georgia Tech,ACC,3,0.5,,1.59865,0
Alfonzo McKinnie,Green Bay,Horz,9,10.2,2,23.3623,4.5556
Dawson Verhines,Southern Illinois,MVC,31,25.4,0,41.9094,1.1613
Bronson Verhines,Southern Illinois,MVC,26,27.7,0,59.2298,2.6538
Tyler Smithpeters,Southern Illinois,MVC,27,40.8,1,71.1485,4963
Blake Williams,Fresno St.,MWC,11,0.7,0,1296,0.2727
Alex Fountain,Houston Baptist,Slnd,22,19.9,2,38.0245,2.3636
Hefeng Sun,Norfolk St.,MEAC,4,0.6,0,0.973527,0
EJ Floreal,Kentucky,SEC,3,0.2,1,2.19622,0.6667
Meiko Lyles,Columbia,Ivy,32,54.3,0,120559,5.6875
David Varoli,Niagara,MAAC,1,0.2,,0.188942,0
Gavin Schilling,Michigan St.,B10,37,15.1,8,36.7898,1.4324
Anthanee Doyle,Chattanooga,SC,9,3.6,0,5.65969,1
Kevin Lynch,Seton Hall,BE,4,0.5,0,0.779132,0
Stephane Manga,Seton Hall,BE,26,16.9,3,40.6877,3
Hakeem Harris,Seton Hall,BE,3,1.9,0,5.57571,1.6667
Blake Provost,UT Rio Grande Valley,WAC,23,10.7,0,22.3292,0.3478
Kris Yanku,Northern Arizona,BSky,31,62,0,135906,9.6129
B.J. Johnson,Syracuse,ACC,10,4,0,8.95882,1.4
Alex Stecca,Northern Arizona,BSky,5,0.7,0,2.57893,0
Christopher Miller,Northern Arizona,BSky,20,13.8,1,23.1791,1.85
Zachary Reynolds,Northern Arizona,BSky,6,2.6,0,3.69031,0.5
Ako Kaluna,Northern Arizona,BSky,31,29.4,2,57.4954,4.2581
Travis Meeker,Northern Arizona,BSky,20,7.1,0,9.11916,0.25
Aaseem Dixon,Northern Arizona,BSky,31,79.9,0,133265,11.3226
Khalid Lewis,La Salle,A10,28,31.3,0,60.5659,2.9643
Jared Ravenscraft,Morehead St.,OVC,2,0.2,0,1.23258,0
Charles Hill Jr.,TCU,B12,13,18.3,0,37.9316,5.5385
Jeff Van Dyke,Pepperdine,WCC,17,8.3,0,12.8588,0.7059
Devin Patterson,Nebraska Omaha,Sum,29,67.5,0,156308,10.2759
Michael Bolden,Cal Poly,BW,23,25,0,40634,2.5652
Marshun Newell,Tennessee Martin,OVC,29,67.1,0,125653,10.1379
Javier Martinez,Tennessee Martin,OVC,24,24.9,0,43.6461,3.6667
Taylor Sutlive,Cal Poly,BW,20,12.7,0,20.3867,2.3
Chandler Rowe,Tennessee Martin,OVC,26,14.6,0,30.1781,0.8077
Breon Key,Hampton,MEAC,17,24,3,48.3761,5.8235
Jack Hackman,Hawaii,BW,3,0.8,0,0.867488,0
Quincy Smith,Hawaii,BW,29,42.3,0,82.0148,4.8276
Leon Carswell II,Louisiana Monroe,SB,1,0.5,0,1.2212,2
Luke Meikle,Gonzaga,WCC,14,3.9,0,10.3974,0.7143
Ryan Edwards,Gonzaga,WCC,17,6.1,0,14.6432,1.4118
Curtis Diamond,Georgia Southern,SC,31,52.4,0,93.4894,6.0645
Zack Tobler,Cincinnati,Amer,8,1,0,1.50823,0
Troy Caupain,Cincinnati,Amer,34,47.7,0,113838,5.4412
Kevin Johnson,Cincinnati,Amer,33,24.9,2,51.1078,3.7273
Aaron Jones,UTEP,CUSA,10,4,0,6.23593,0.6
Bobby Griffin,Texas Southern,SWAC,1,0.1,,0.0938832,0
Isiah Wilson,Alabama,SEC,3,0.6,0,3.21874,1.6667
Derek Willis,Kentucky,SEC,14,2.4,1,7.05636,1.1429
Dakari Johnson,Kentucky,SEC,39,34.1,7,98.6969,5.1795
Dominique Hawkins,Kentucky,SEC,33,17.5,0,36.8662,0.7576
Julius Randle,Kentucky,SEC,40,76.3,37,249652,14975
Matt Rosenwinkel,Northern Kentucky,ASun,15,7.3,0,12.0082,1.4
Mark Williams,Temple,Amer,30,44.5,2,82.0697,4.1667
Josh Brown,Temple,Amer,31,52,1,105955,2.6774
Kasey Hill,Florida,SEC,32,45,0,127181,5.5
Garrett Nevels,Hawaii,BW,29,78.7,7,144.15,13.1034
Dorian Finney-Smith,Florida,SEC,37,61,14,171234,8.7297
Billy Donovan,Florida,SEC,16,2.8,0,7.83526,0.25
Bernard Morena,Kennesaw St.,ASun,27,42.8,1,94.4021,6.2963
Jarmar Gulley,Missouri St.,MVC,32,66.2,2,177897,14.5312
Jordan Washington,Mississippi Valley St.,SWAC,28,44.6,0,88.0642,7.5
Dallas Gary,Coppin St.,MEAC,29,38.6,4,76.9809,6.1034
Tosin Mehinti,UAB,CUSA,29,30.2,3,76.5557,2931
Thaddeus Rideau,UAB,CUSA,8,4.5,0,10.6487,2125
Denzell Watts,UAB,CUSA,29,37.2,0,70.9601,3.4483
Dominique Lee,Northern Colorado,BSky,29,38.2,9,84.1484,6.3793
Anthony Johnson,Northern Colorado,BSky,22,13.8,1,19.8784,2.9091
Tre'Shaun Fletcher,Colorado,P12,20,13.6,2,32.4243,2.9
Milton Doyle,Loyola Chicago,MVC,31,80.7,4,169912,14.6452
Jeremy King,Loyola Chicago,MVC,16,5.3,0,11.4354,1.5625
Jerron Granberry,Wyoming,MWC,31,62.1,1,111981,6.2258
Sterling Carter,Purdue,B10,26,31,0,79.2653,4.9615
Mitchell Badillo,Incarnate Word,Slnd,15,67.3,0,71.2331,8.8
Kyle Cain,UNC Greensboro,SC,29,76.9,17,176958,15.4138
Walter Foster,Towson,CAA,35,31.4,0,75.6644,1.4571
John Davis,Towson,CAA,23,14,1,36.5615,2.9565
Ghiavonni Robinson,Arkansas Pine Bluff,SWAC,29,62.2,1,107065,6.2069
Deandre McIntrye,Arkansas Pine Bluff,SWAC,14,21.7,0,41.7956,5.5714
Jordan Brown,Arkansas Pine Bluff,SWAC,19,11.2,5,18.9373,1.4737
David Tillman,Arkansas Pine Bluff,SWAC,1,0.2,,0.167558,0
Deandray Buckley,Central Michigan,MAC,18,10.5,0,19.0188,2
Sean Tingle,Arkansas Pine Bluff,SWAC,25,14.1,0,23.4998,2.32
Justice Montgomery,American,Pat,21,10.9,0,19.0819,0.6667
Jalen Reynolds,Xavier,BE,31,29.3,20,77.22,3.8065
Byron Ashe,Mount St. Mary's,NEC,31,51.4,2,95.2003,7
Trevor Thompson,Virginia Tech,ACC,30,38.7,16,103784,4.9667
Liam McManimon,Mount St. Mary's,NEC,14,4.7,0,11.3195,0.4286
Will Miller,Mount St. Mary's,NEC,33,38.9,0,61.7854,5.6061
Khalid Nwandu,Mount St. Mary's,NEC,30,34,1,80.6656,2.4667
Will Lyle,Mount St. Mary's,NEC,13,1.9,0,3.15252,0.4615
Nick Davidson,Valparaiso,Horz,11,1.9,0,1.98912,0.9091
Ryan Burnett,Stony Brook,AE,13,2.8,0,4.65176,0.6154
Tai Webster,Nebraska,B10,32,57,0,110.74,3.9375
Cole McConnell,Michigan,B10,4,0.7,0,1.27073,1
Andrew Dakich,Michigan,B10,12,1.6,0,3.27979,0.25
Jaron Martin,UC Irvine,BW,13,3.8,0,7.40641,0.3846
Luke Nelson,UC Irvine,BW,33,72.7,3,148096,11.8788
Dennis Mavin,FIU,CUSA,28,83.5,1,154528,11.8571
Mike Bedulskis,UNC Asheville,BSth,3,0.6,0,1.99163,0.6667
Zane Stull,Wyoming,MWC,3,0.3,,0.328255,0
Jordan Dickerson,Penn St.,B10,22,20.7,6,52.9514,1.5
Rodney Williams,Drexel,CAA,30,50.2,20,119724,5.4
Major Canady,Drexel,CAA,30,38.5,0,74189,2.1333
Payton Carrell,Texas A&M,SEC,2,0.1,0,0.0879357,0
Khris Lane,Drexel,CAA,4,0.6,0,1.62008,0
Ugo Mmonu,Tennessee St.,OVC,20,16.1,0,27.3898,2.2
Royce Simpson,Saint Louis,A10,3,0.1,,0.0953698,0
Austin Eagleton,Saint Louis,A10,4,0.4,,0.476849,0
Gerrell Martin,LIU Brooklyn,NEC,26,70.1,1,119444,12.1923
Chris Johnson,Arizona,P12,4,0.4,0,0.567228,1
Travis Jorgenson,Georgia Tech,ACC,4,5.8,0,14245,4.25
Rondae Hollis-Jefferson,Arizona,P12,38,62.3,28,189697,9.1316
Andrew Chrabascz,Butler,BE,30,46.6,0,86.9556,6.4
Cezar Guerrero,Fresno St.,MWC,37,73.2,0,184.95,13.2703
Eric Conklin,Arizona,P12,7,1.1,0,2.02219,0.5714
Tucker Haymond,Western Michigan,MAC,29,53.4,1,111818,7.1379
Michael Volovic,Butler,BE,3,0.4,0,0.494164,2.3333
Nolan Berry,Butler,BE,17,6.1,2,13.2099,1.5294
Steven Bennett,Butler,BE,2,0.2,0,0.597608,1.5
Kameron Rooks,California,P12,26,12.9,0,31.5503,1.2692
DC Gaitley,Fordham,A10,2,0.6,,0.557638,0
Matt Shrigley,San Diego St.,MWC,34,38.2,1,74.4063,4.7647
Joe Tuss,Air Force,MWC,10,3.7,0,5.20979,0.7
Demetrius Jackson,Notre Dame,ACC,30,51,0,87.5757,6.0333
Karviar Shepherd,TCU,B12,29,74.6,4,163117,9.2069
Shannon Evans,Buffalo,MAC,28,65.9,4,134851,8.6786
Justin Moss,Buffalo,MAC,28,22.7,4,54.8414,3.7143
Marlon Beck II,Binghamton,AE,29,78.2,0,139939,9.2414
Dominique Raney,Canisius,MAAC,33,37.3,5,73.9074,5.1818
Phil Valenti,Canisius,MAAC,33,44.7,1,104589,5.0303
Josh Forney,Loyola MD,Pat,13,3.6,0,5.44776,0.4615
Sean Tuohy Jr.,Loyola MD,Pat,7,1.7,0,1.84291,0.4286
Brandon Parrish,TCU,B12,30,73.8,1,112507,7.8667
Nick Lindner,Lafayette,Pat,30,76.2,0,124744,10.8667
Reed Westbrook,Stephen F. Austin,Slnd,14,2.8,0,5.27577,0.7143
Justin Dotson,Stephen F. Austin,Slnd,19,5.8,0,12.7677,1.3684
Dallas Cameron,Stephen F. Austin,Slnd,32,28.9,0,51.2044,2375
Tanner Clayton,Stephen F. Austin,Slnd,33,34.8,3,96.2135,2.7576
Connor Brooks,Stephen F. Austin,Slnd,33,25.9,4,48.1686,2.6667
Markus Kennedy,SMU,Amer,37,62.4,39,236855,12.3784
Christian Wood,UNLV,MWC,30,29.3,12,85.7321,4.5
Rayshawn Simmons,Central Michigan,MAC,29,53.3,0,89.6089,4.3103
Josh Kozinski,Central Michigan,MAC,9,9,0,13.0613,3
Nick Carlos,Central Michigan,MAC,23,7.6,0,11.8253,1.3043
Braylon Rayson,Central Michigan,MAC,29,56.2,0,104149,10.1379
Sheldon Lowman,Central Michigan,MAC,4,0.3,,0.254607,0
Phillip Johnson,Incarnate Word,Slnd,10,5,0,3.07558,0.6
Sam Burmeister,Incarnate Word,Slnd,15,80.7,0,74.8528,10.4667
Justin Phillipe,Incarnate Word,Slnd,15,28.4,0,24.9557,2.6667
Ridge Shipley,Cal Poly,BW,32,37.2,0,49.7136,3.9375
Adonis Rwabigwi,Furman,SC,22,44.5,10,76931,4.9545
Payne Andrus,Navy,Pat,12,5.1,0,8.88585,0.6667
Raekwon Harney,Stetson,ASun,8,8.2,0,15.4682,3125
B.J. Glasford,Stetson,ASun,30,29.5,1,56779,3.4667
Kentwan Smith,Stetson,ASun,30,65,16,145475,9.3333
Billy Reader,Morehead St.,OVC,32,36.4,1,81.7964,6.1562
Cole Stefan,North Dakota,BSky,30,32.1,0,53.2893,3.5667
Deshon Minnis,Rhode Island,A10,20,33,0,67.1588,4.5
Wesley Iwundu,Kansas St.,B12,33,58.4,12,133277,6.6667
Nigel Johnson,Kansas St.,B12,30,31,0,72.9568,4.1333
Marcus Foster,Kansas St.,B12,33,72.6,13,141.12,15.5455
Keon Johnson,Winthrop,BSth,30,63.9,0,107898,11.7667
Greg Sequele,DePaul,BE,31,23.7,3,46.8539,1.3871
AJ West,Nevada,MWC,21,39,18,94.0967,6.7619
Tommy Hamilton IV,DePaul,BE,32,58.7,1,120694,7.7188
Billy Garrett Jr.,DePaul,BE,31,68,0,124729,12.3548
Zach Hanson,Creighton,BE,24,8.8,5,21.3388,2.75
Jordan Howard,Troy,SB,4,0.3,0,0.268859,0.5
Dominique Williams,San Francisco,WCC,2,0.4,0,0.466217,1
Kruize Pinkins,San Francisco,WCC,31,62.4,9,137561,11.9355
Devin Wilson,North Florida,ASun,24,23.9,0,47.0173,2.25
Davis Graham,Rider,MAAC,7,0.6,,1.64285,0
Nick Colletta,Marist,MAAC,3,2,0,4.46886,0.6667
Eric Green,Holy Cross,Pat,34,74.5,14,187507,7.9412
Edmunds Dukulis,Boise St.,MWC,7,2.5,0,4.27556,1.1429
Ike Nwamu,Mercer,ASun,32,43.4,10,107107,8
Tyler McCullough,Missouri St.,MVC,27,29.7,3,67.3667,3.2222
Ron Mvouika,Missouri St.,MVC,30,42.1,0,86.4012,6.4667
Steven Miro,FIU,CUSA,3,1.4,0,1.73661,1.6667
Marcus Tarrance,Middle Tennessee,CUSA,28,35.4,0,65182,4.6786
Ronald Ross,Middle Tennessee,CUSA,1,0.4,0,0.8136,0
Williy Kouassi,Kennesaw St.,ASun,29,44.8,14,93.6235,4.7586
Austin Ruder,Missouri St.,MVC,32,74.1,0,111175,8.5938
Austin Eastman,Utah,P12,1,0.1,,0.089254,0
Roy Jackson,Arkansas Pine Bluff,SWAC,4,1.2,0,2.17291,0.5
Reggie Dillard,Presbyterian,BSth,28,81.1,3,141558,11.8214
Jarquez Smith,Florida St.,ACC,34,23.7,7,54.8951,2.3824
Ryder Bowline,Elon,SC,2,0.3,0,0.41914,1.5
Luke Eddy,Elon,SC,19,11.2,0,21.4095,3
Christian Hairston,Elon,SC,23,9.7,2,22.7367,1.1304
Brian Dawkins,Elon,SC,24,14.4,0,30.8539,1.8333
Vincent Dillard,UT Arlington,SB,25,24.1,0,51.0765,3.12
Shawn Smith,Marshall,CUSA,31,53.2,13,114183,7129
Cheikh Sane,Marshall,CUSA,30,42.5,6,120474,3.2667
Malik Smith,Minnesota,B10,35,43.6,0,96671,7
Joey King,Minnesota,B10,36,53.8,1,108626,7.0833
Daquein McNeil,Minnesota,B10,29,19.3,0,44.8238,1.6897
Deandre Mathieu,Minnesota,B10,37,73.8,0,178093,11.8649
Wesley Myers,Niagara,MAAC,33,56.6,0,122753,6.6667
Markel Leonard,Cal Poly,BW,3,0.5,0,0.885682,0
Lincoln Davis,Fairfield,MAAC,18,17.7,1,33.4339,2.5556
Kahlil Thomas,Rider,MAAC,31,47.6,6,114692,5.7742
Dimitrije Cabarkapa,James Madison,CAA,5,1,0,1.80666,1.2
Colton Ray-St Cyr,Coastal Carolina,BSth,25,22.7,1,53.2451,3.2
Algie Key,Alabama,SEC,31,37.2,2,74816,3.3871
Cameron Payne,Murray St.,OVC,32,81.9,1,196.42,17375
John Simons,Central Michigan,MAC,29,78.2,1,139551,10.1379
Matthew Cotton,Alabama A&M,SWAC,6,1.7,0,2.50668,0
Tevin Caldwell,UTEP,CUSA,28,8.4,0,16.0796,0.75
A.J. Merriweather,East Tennessee St.,ASun,34,66.4,11,194624,9.6471
Jalen Riley,East Tennessee St.,ASun,34,51.8,0,124565,12.9706
Devin Harris,East Tennessee St.,ASun,17,11.6,0,30.3611,2.2941
Alain Chigha,Quinnipiac,MAAC,9,2.6,0,5.96336,0
Aula Sumbry,Quinnipiac,MAAC,29,20.5,1,41.1481,1.4483
Zach Cooper,Penn St.,B10,6,0.4,,0.818574,0
Ben Emelogu,Virginia Tech,ACC,22,47.7,3,91.8813,10.5455
Devin Wilson,Virginia Tech,ACC,31,86.1,0,158.34,9.2258
Chris Perry,South Florida,Amer,32,50.7,16,118751,8.9375
Eyimofe Edukugho,Sacred Heart,NEC,14,9.8,0,23.1035,1.8571
Leo Vincent,Sacred Heart,NEC,7,8,0,18167,6.4286
De'Von Barnett,Sacred Heart,NEC,22,48.3,10,104044,11
Bobby Portis,Arkansas,SEC,34,66.5,19,203379,12.2941
Luka Pajkovic,Morehead St.,OVC,31,37.9,0,86.6419,5.6129
Deandre Leatherwood,Morehead St.,OVC,15,4.4,6,10.4955,0.9333
Marquis Vance,Alcorn St.,SWAC,27,63.6,3,109167,10.1852
Octavius Brown,Alcorn St.,SWAC,27,79.7,23,153904,13.8519
Corey Young,Alcorn St.,SWAC,11,4.1,0,5.44491,1
Longji Yiljep,Brown,Ivy,3,0.6,,1.04766,0
Aubrey Ball,Central Arkansas,Slnd,26,29.2,0,41.7285,5.1154
Jorge Bilbao,UT Arlington,SB,27,23.9,0,56.6959,1.4444
Courtney Austin,UT Arlington,SB,7,1.1,0,2.13848,0.1429
Henry Caruso,Princeton,Ivy,7,0.8,0,1.7369,0
Riley Payne,Abilene Christian,Slnd,21,48.9,0,57.5112,2381
Daniel Edwards,Princeton,Ivy,6,0.8,0,1.50276,0
Hunter Sadlon,Winthrop,BSth,4,0.2,,0.228789,0
Greg Dotson,Morehead St.,OVC,27,34,14,73.4713,4.4815
Blake Davis,Grand Canyon,WAC,27,74.1,0,132082,7.4815
Jerome Garrison,Grand Canyon,WAC,27,95.4,0,138537,17.1852
Justin Foreman,Grand Canyon,WAC,20,34.8,2,58.9261,4.65
Ethan Lee,Central Arkansas,Slnd,27,38.9,7,59.0059,3963
Jake Zuilof,Grand Canyon,WAC,17,10.9,0,22.1507,1.5294
Josh Humphrey,Green Bay,Horz,16,9.6,0,16.6536,0.4375
Sean O'Brien,Southern Illinois,MVC,32,60.5,0,136476,6.8125
Terry Rozier,Louisville,Amer,37,47.2,3,139093,7
David Levitch,Louisville,Amer,18,3.2,0,7.98424,0.8889
Nathan Adrian,West Virginia,B12,33,47,0,117.47,5.4242
Tim Stainbrook,Xavier,BE,7,0.8,0,2.04085,0
Wesley Gordon,Colorado,P12,31,55.1,9,148794,5871
Kevin Nelson,Colorado,P12,9,1.2,0,3.06071,0.3333
Zach Peters,Arizona,P12,11,2,0,4.62653,0
Elliott Pitts,Arizona,P12,24,12.3,0,29.0305,1.8333
Trey Mason,Arizona,P12,10,1.4,0,3.32498,0.5
Aaron Gordon,Arizona,P12,38,77.1,54,242823,12.3684
Danny Newsome,Texas,B12,5,1,0,2.54011,1
Ambrose Mosley,Old Dominion,CUSA,36,49.4,1,122016,7.25
John Rinaldi,Binghamton,AE,26,10.4,0,20.8481,0.2692
Deangelo Priar,Mississippi Valley St.,SWAC,29,65.3,5,119539,10.3793
Vacha Vaughn,Mississippi Valley St.,SWAC,23,22.9,0,46.5916,2.3478
Jeffrey Simmons,Mississippi Valley St.,SWAC,21,40.5,10,76.2311,10.0476
Daniel Hurtt,Mississippi Valley St.,SWAC,28,26.7,0,48.7153,3.3214
Anthony McDonald,Mississippi Valley St.,SWAC,29,71.4,0,103981,11.8276
James Currington,Mississippi Valley St.,SWAC,26,54.9,4,138498,10.1923
Emmanuel Tselentakis,NJIT,ind,22,28.7,0,50.0268,2.0909
T.J. Sapp,Murray St.,OVC,24,50,7,120157,13.2917
Jeff Martin,Murray St.,OVC,6,0.6,0,0.762311,0.5
Jonathan Fairell,Murray St.,OVC,32,55,9,143975,6.5938
Kevin McNair,Marshall,CUSA,1,0.1,,0.0882049,0
Monty Boykins,Lafayette,Pat,20,17.1,0,31.3287,3.1
Jake Newman,Lafayette,Pat,15,6.4,0,8.53054,0.8
Ty Allen,Tennessee Tech,OVC,22,34.7,0,60.7666,7.6364
Derek Cox,Cincinnati,Amer,4,0.1,0,0.58213,0
Patrick Ramsey,Marist,MAAC,8,1.3,0,1.9174,1
Marcus Holt,Colorado St.,MWC,28,27.7,11,57.5241,2.4643
Kyndahl Hill,Weber St.,BSky,29,44.2,9,78.1609,4.4483
Gabriel Aguirre,Pacific,WCC,27,18.4,0,42.6416,2.4815
Graham Woodward,Penn St.,B10,31,28.2,0,51.2826,2.8387
Geno Thorpe,Penn St.,B10,32,27.6,4,66.4177,3.2188
Piers Carroll,Nicholls St.,Slnd,4,0.6,0,0.656771,1.5
Aaron Hawley,Drake,MVC,30,67.9,2,126.52,10.4
Martez Harrison,UMKC,WAC,29,81,0,163513,17069
Jelan Kendrick,UNLV,MWC,32,50.2,0,108.87,6.3438
Isaac Kreuer,UMKC,WAC,29,26.3,0,54.7841,2.3448
Brandon McDonnell,Dartmouth,Ivy,26,34.4,5,66.5516,3.7692
George King,Colorado,P12,27,10.5,0,31.3855,1.5185
Marquez White,Florida St.,ACC,6,0.7,0,1.31785,0.5
Charles Rushman,UNLV,MWC,11,0.9,0,1.16097,0.1818
Josh Williams,Lipscomb,ASun,28,64.9,8,151105,13.1786
Ron Trapps,Coastal Carolina,BSth,7,3.7,0,6.87103,2.2857
Will Saunders,Charleston Southern,BSth,27,54.8,0,105942,10.0741
Bakari Copeland,Charleston Southern,BSth,12,4.5,1,6.10436,0.5833
Juwan Newmen,Central Connecticut,NEC,27,28,3,65.1033,3963
I.J. Ready,Mississippi St.,SEC,26,47.1,0,104364,5.8846
Matt Mobley,Central Connecticut,NEC,29,62.3,2,111075,7
Aram Martin,Brown,Ivy,4,1.9,0,4.25664,0
Ty'Quan Biting,Charleston Southern,BSth,19,13,4,28.5782,2.7368
Tavon Blackmon,Brown,Ivy,28,73.1,0,116.32,7.3929
Matty Madigan,Brown,Ivy,28,23.9,0,48.9879,0.6429
Leland King,Brown,Ivy,28,45.7,8,109769,9.3214
Devin Williams,West Virginia,B12,33,57.8,4,154203,8.3939
Michael Perez,Nevada,MWC,32,85,7,154.13,11.5
Jarad Scott,Winthrop,BSth,27,18.4,3,38.9425,2
Ivan Saicic,Winthrop,BSth,2,1.2,0,1.40038,0
Josh Davenport,Winthrop,BSth,29,28.2,1,58.8468,3.3793
Lucas Stivrins,Nevada,MWC,18,8.5,0,14849,0.4444
Jacobby Bledsoe,UMKC,WAC,23,33.6,0,71.9898,2.2609
Marcus White,Illinois Chicago,Horz,10,7.5,0,10.8192,0.5
Frank Williams,UMKC,WAC,27,73.2,3,117069,9.3333
Chandler Levingston,UMKC,WAC,7,1.5,0,4831,0
Jordan Brown,UMKC,WAC,5,2,0,7.05218,0
Jonah Meredith,Towson,CAA,3,0.4,,0.539854,0
Davonte Chaney,Texas Southern,SWAC,3,0.1,0,0.231729,0
Stephen Prendergast,Wake Forest,ACC,3,0.2,0,0.253502,0.6667
Trent VanHorn,Wake Forest,ACC,5,0.4,0,0.829496,1.4
Windale Glinton,Grambling St.,SWAC,25,32,1,59.5117,2.92
Felix Van Hofe,Eastern Washington,BSky,26,18.2,0,25.9056,2.8462
Jeremiah Tate,Wofford,SC,7,0.8,0,1.04341,0
T.J. Williams,Chattanooga,SC,21,11,0,20.8227,0.9524
Greg Pryor,Chattanooga,SC,30,51.7,0,100295,5.4667
Andrew Houts,Chattanooga,SC,7,1.2,0,2.66126,0.5714
Ladon Carter,Tennessee Tech,OVC,29,41.8,37,118545,6.6552
Devonte Smith,Arkansas Little Rock,SB,30,68.3,0,131026,5.6
Dwan Caldwell,Tennessee Tech,OVC,31,63.2,3,135216,10.9355
Tim Singleton,Richmond,A10,3,0.2,0,0.296022,0
John Dawson,Marquette,BE,24,18.6,0,33.69,2
Deonte Burton,Marquette,BE,32,30.5,5,89.3,6.9375
Hank Davis,La Salle,A10,4,0.4,0,0.502073,0.5
Walter Pitchford,Nebraska,B10,32,58,17,129533,9.25
Canyon Barry,College of Charleston,CAA,23,43.3,3,76.2108,9.2609
Alec Peters,Valparaiso,Horz,31,76,4,158035,12.7419
David Chadwick,Valparaiso,Horz,9,2.8,0,4.73267,0.5556
Lexus Williams,Valparaiso,Horz,31,58.3,1,109845,6.4516
Charles Burley,Delaware St.,MEAC,28,34.8,0,58.5546,1.25
Larry Haley,Delaware St.,MEAC,9,2,0,2.15229,0.3333
Gasevic Mrdjan,Delaware St.,MEAC,19,10,,14.2975,0.6842
Jason Owens,Delaware St.,MEAC,26,21,0,39.1582,2.0385
Josh Heath,South Florida,Amer,17,26.3,0,49.5608,2.5882
Corey Allen Jr,South Florida,Amer,32,76.1,8,166278,9.0312
John Egbunu,South Florida,Amer,32,61.2,54,144.03,7.4375
Armani Flannigan,North Texas,CUSA,29,23.8,8,58.3803,2.3448
Greg Wesley,North Texas,CUSA,1,2.2,0,3.19853,4
Shaunessy Smith,Alcorn St.,SWAC,7,15,1,21.2715,5.1429
Nino Jackson,Loyola Marymount,WCC,4,3.3,0,10.8049,2.75
Doug Brooks,VCU,A10,24,7.5,0,20.0421,1875
Torey Burston,VCU,A10,16,1.3,0,2.16155,0.0625
Terrance Shannon,VCU,A10,20,14.9,4,52.0565,2.9
Alozie Erondu,Loyola Marymount,WCC,10,1.3,0,2.25322,0
Denarius O'Dell,Alcorn St.,SWAC,2,0.3,0,0.771944,1
Trey Washington III,Wyoming,MWC,27,19.6,0,30.2525,2.2222
Victor Bermudez,Texas St.,SB,22,15.6,0,23.2589,0.8182
Tyler Gaskins,Saint Peter's,MAAC,28,31,0,62.1795,3.3929
Olivier-Paul Betu,UC Davis,BW,20,10.8,0,21.4853,0.5
Avery Johnson,UC Davis,BW,29,60.2,4,115071,4.4138
Iggy Nujic,UC Davis,BW,23,40.3,0,71.0618,6.6522
Hassante Manning,Morgan St.,MEAC,12,4.6,0,10.5025,0.4167
Riyan Williams,Georgetown,BE,1,0.1,,0.0798215,0
Justin McKie,South Carolina,SEC,17,5.9,0,14.8349,0.5294
Demetrius Henry,South Carolina,SEC,34,44.9,14,103872,3.9706
Khyan Rayner,Princeton,Ivy,6,1.2,0,4433,0.1667
Hashim Moore,Princeton,Ivy,6,0.5,,0.91074,0
Pete Miller,Princeton,Ivy,28,24.7,4,62.7156,2.6071
Steven Cook,Princeton,Ivy,21,30.3,2,61.3265,4.6667
Desmond Ringer,South Carolina,SEC,28,21.4,0,43.7475,2.0714
Duane Notice,South Carolina,SEC,34,62.9,0,121788,8.2059
Cam Miller,Lipscomb,ASun,17,8.3,0,13935,0.7647
Sindarius Thornwell,South Carolina,SEC,34,74,3,173021,13.3529
Jaylen Shaw,South Carolina,SEC,28,19.9,1,36.1351,3.0357
Ladarrien Williams,Abilene Christian,Slnd,9,32.2,0,45.4782,12.1111
Mario Dunn,Montana,BSky,28,60.1,0,105237,6.2857
